cve,descrip
"C838","Otros tipos especificados de linfoma no folicular"
"C839","Linfoma no Hodgkin no folicular (difuso), sin otra especificación"
"C840","Micosis fungoide"
"C841","Enfermedad de Sézary"
"C844","Linfoma periférico de células T, no clasificado en otra parte"
"C845","Otros linfomas de células T/NK maduras"
"C846","Linfoma anaplásico de células grandes ALK-positivo"
"C848","Linfoma cutáneo de células T, no especificado"
"C849","linfoma de células T/NK maduras, no especificado"
"C851","Linfoma de células B, sin otra especificación"
"C852","Linfoma mediastinal de células B grandes (del timo)"
"C857","Otros tipos especificados de linfoma no Hodgkin"
"C859","Linfoma no Hodgkin, no especificado"
"C860","Linfoma extranodal de células T/NK, tipo nasal"
"C863","Linfoma de células T tipo paniculitis subcutánea"
"C864","Linfoma blástico de células NK"
"C865","Linfoma angioinmunoblástico de células T"
"C880","Macroglobulinemia de Waldenström"
"C884","Linfoma de células B extranodal de zona marginal de tejido linfoide asociado a mucosas [Linfoma TLAM]"
"C889","Enfermedad inmunoproliferativa maligna, sin otra especificación"
"C900","Mieloma múltiple"
"C901","Leucemia de células plasmáticas"
"C902","Plasmocitoma, extramedular"
"C903","Plasmocitoma solitario"
"C910","Leucemia linfoblástica aguda [LLA]"
"C911","Leucemia linfocítica crónica de células tipo B"
"C913","Leucemia prolinfocítica de células tipo B"
"C914","Leucemia de células vellosas"
"C915","Leucemia /linfoma de células T adultas [HTLV-1-asociado]"
"C916","Leucemia prolinfocítica de células tipo T"
"C917","Otras leucemias linfoides"
"C918","Leucemia tipo Burkitt de células B maduras"
"C919","Leucemia linfoide, sin otra especificación"
"C920","Leucemia mieloblástica aguda [LMA]"
"C921","Leucemia mieloide crónica [LMC], BCR/ABL-positivo"
"C922","Leucemia mieloide crónica atípica, BCR/ABL-negativo"
"C923","Sarcoma mieloide"
"C924","Leucemia promielocítica aguda  [LPA]"
"C925","Leucemia mielomonocítica aguda"
"C927","Otras leucemias mieloides"
"C928","Leucemia mieloide aguda con displasia multilinaje"
"C929","Leucemia mieloide, sin otra especificación"
"C930","Leucemia monocítica/monoblástica aguda"
"C931","Leucemia mielomonocítica crónica"
"C939","Leucemia monocítica, sin otra especificación"
"C940","Leucemia eritroide aguda"
"C942","Leucemia megacarioblástica aguda"
"C943","Leucemia de mastocitos"
"C944","Panmielosis aguda con mielofibrosis"
"C946","Enfermedad mielodiplásica y mieloproliferativa, no clasificada en otra parte"
"C947","Otras leucemias especificadas"
"C950","Leucemia aguda, células de tipo no especificado"
"C951","Leucemia crónica, células de tipo no especificado"
"C957","Otras leucemias de células de tipo no especificado"
"C959","Leucemia, no especificada"
"C960","Histiocitosis de células de Langerhans multifocal y multicistémica (diseminada) [enfermedad de Letterer-Siwe]"
"C964","Sarcoma de células dendríticas (células accesorias)"
"C966","Histiocitosis de células de Langerhans unifocal"
"C967","Otros tumores malignos especificados del tejido linfático, hematopoyético y tejidos afines"
"C968","Sarcoma histiocítico"
"C969","Tumor maligno del tejido linfático, hematopoyético y tejidos afines, sin otra especificación"
"D000","Carcinoma in situ del labio, de la cavidad bucal y de la faringe"
"D001","Carcinoma in situ del esófago"
"D002","Carcinoma in situ del estómago"
"D010","Carcinoma in situ del colon"
"D011","Carcinoma in situ de la unión rectosigmoidea"
"D012","Carcinoma in situ del recto"
"D014","Carcinoma in situ de otras partes y de las no especificadas del intestino"
"D015","Carcinoma in situ del hígado, de la vesícula biliar y del conducto biliar"
"D017","Carcinoma in situ de otras partes especificadas de órganos digestivos"
"D019","Carcinoma in situ de órganos digestivos no especificados"
"D020","Carcinoma in situ de la laringe"
"D021","Carcinoma in situ de la tráquea"
"D022","Carcinoma in situ del bronquio y del pulmón"
"D023","Carcinoma in situ de otras partes del sistema respiratorio"
"D024","Carcinoma in situ de órganos respiratorios no especificados"
"D035","Melanoma in situ del tronco"
"D038","Melanoma in situ de otros sitios"
"D039","Melanoma in situ, sitio no especificado"
"D043","Carcinoma in situ de la piel de otras partes y de las no especificadas de la cara"
"D044","Carcinoma in situ de la piel del cuero cabelludo y cuello"
"D047","Carcinoma in situ de la piel del miembro inferior, incluida la cadera"
"D049","Carcinoma in situ de la piel, sitio no especificado"
"D050","Carcinoma in situ lobular"
"D059","Carcinoma in situ de la mama, parte no especificada"
"D060","Carcinoma in situ del endocérvix"
"D067","Carcinoma in situ de otras partes especificadas del cuello del útero"
"D069","Carcinoma in situ del cuello del útero, parte no especificada"
"D070","Carcinoma in situ del endometrio"
"D072","Carcinoma in situ de la vagina"
"D073","Carcinoma in situ de otros sitios de órganos genitales femeninos y de los no especificados"
"D074","Carcinoma in situ del pene"
"D075","Carcinoma in situ de la próstata"
"D090","Carcinoma in situ de la vejiga"
"D092","Carcinoma in situ del ojo"
"D093","Carcinoma in situ de la glándula tiroides y de otras glándulas endocrinas"
"D099","Carcinoma in situ, sitio no especificado"
"D104","Tumor benigno de la amígdala"
"D106","Tumor benigno de la nasofaringe"
"D109","Tumor benigno de la faringe, parte no especificada"
"D119","Tumor benigno de la glándula salival mayor, sin otra especificación"
"D121","Tumor benigno del apéndice"
"D125","Tumor benigno del colon sigmoide"
"D126","Tumor benigno del colon, parte no especificada"
"D128","Tumor benigno del recto"
"D130","Tumor benigno del esófago"
"D131","Tumor benigno del estómago"
"D134","Tumor benigno del hígado"
"D135","Tumor benigno de las vías biliares extrahepáticas"
"D136","Tumor benigno del páncreas"
"D137","Tumor benigno del páncreas endocrino"
"D139","Tumor benigno de sitios mal definidos del sistema digestivo"
"D140","Tumor benigno del oído medio, de la cavidad nasal y de los senos paranasales"
"D141","Tumor benigno de la laringe"
"D142","Tumor benigno de la tráquea"
"D143","Tumor benigno de los bronquios y del pulmón"
"D150","Tumor benigno del timo"
"D151","Tumor benigno del corazón"
"D164","Tumor benigno de los huesos del cráneo y de la cara"
"D166","Tumor benigno de la columna vertebral"
"D167","Tumor benigno de las costillas, esternón y clavícula"
"D168","Tumor benigno de los huesos pélvicos, sacro y cóccix"
"D169","Tumor benigno del hueso y del cartílago articular, sitio no especificado"
"D174","Tumor benigno lipomatoso de los órganos intratorácicos"
"D177","Tumor benigno lipomatoso de otros sitios especificados"
"D179","Tumor benigno lipomatoso, de sitio no especificado"
"D180","Hemangioma, de cualquier sitio"
"D181","Linfangioma, de cualquier sitio"
"D190","Tumor benigno del tejido mesotelial de la pleura"
"D213","Tumor benigno del tejido conjuntivo y de otros tejidos blandos del tórax"
"D219","Tumor benigno del tejido conjuntivo y otros tejidos blandos, de sitio no especificado"
"D236","Tumor benigno de la piel del miembro superior, incluido el hombro"
"D24X","Tumor benigno de la mama"
"D259","Leiomioma del útero, sin otra especificación"
"D260","Tumor benigno del cuello del útero"
"D27X","Tumor benigno del ovario"
"D291","Tumor benigno de la próstata"
"D300","Tumor benigno del riñón"
"D301","Tumor benigno de la pelvis renal"
"D320","Tumor benigno de las meninges cerebrales"
"D329","Tumor benigno de las meninges, parte no especificada"
"D330","Tumor benigno del encéfalo, supratentorial"
"D331","Tumor benigno del encéfalo, infratentorial"
"D332","Tumor benigno del encéfalo, parte no especificada"
"D333","Tumor benigno de los nervios craneales"
"D334","Tumor benigno de la médula espinal"
"D337","Tumor benigno de otras partes especificadas del sistema nervioso central"
"D339","Tumor benigno del sistema nervioso central, sitio no especificado"
"D34X","Tumor benigno de la glándula tiroides"
"D350","Tumor benigno de la glándula suprarrenal"
"D351","Tumor benigno de la glándula paratiroides"
"D352","Tumor benigno de la hipófisis"
"D353","Tumor benigno del conducto craneofaríngeo"
"D359","Tumor benigno de glándula endocrina no especificada"
"D360","Tumor benigno de los ganglios linfáticos"
"D361","Tumor benigno de los nervios periféricos y del sistema nervioso autónomo"
"D367","Tumor benigno de otros sitios especificados"
"D369","Tumor benigno de sitio no especificado"
"D370","Tumor de comportamiento incierto o desconocido del labio, de la cavidad bucal y de la faringe"
"D371","Tumor de comportamiento incierto o desconocido del estómago"
"D372","Tumor de comportamiento incierto o desconocido del intestino delgado"
"D373","Tumor de comportamiento incierto o desconocido del apéndice"
"D374","Tumor de comportamiento incierto o desconocido del colon"
"D375","Tumor de comportamiento incierto o desconocido del recto"
"D376","Tumor de comportamiento incierto o desconocido del hígado, de la vesícula biliar y del conducto biliar"
"D377","Tumor de comportamiento incierto o desconocido de otros órganos digestivos especificados"
"D379","Tumor de comportamiento incierto o desconocido de órganos digestivos, sitio no especificado"
"D380","Tumor de comportamiento incierto o desconocido de laringe"
"D381","Tumor de comportamiento incierto o desconocido de la tráquea, de los bronquios y del pulmón"
"D382","Tumor de comportamiento incierto o desconocido de la pleura"
"D383","Tumor de comportamiento incierto o desconocido del mediastino"
"D385","Tumor de comportamiento incierto o desconocido de otros órganos respiratorios y del oído medio"
"D386","Tumor de comportamiento incierto o desconocido de órganos respiratorios, sitio no especificado"
"D390","Tumor de comportamiento incierto o desconocido del útero"
"D391","Tumor de comportamiento incierto o desconocido del ovario"
"D397","Tumor de comportamiento incierto o desconocido de otros órganos genitales femeninos"
"D399","Tumor de comportamiento incierto o desconocido de órgano genital femenino no especificado"
"D400","Tumor de comportamiento incierto o desconocido de la próstata"
"D401","Tumor de comportamiento incierto o desconocido del testículo"
"D407","Tumor de comportamiento incierto o desconocido de otros órganos genitales masculinos"
"D409","Tumor de comportamiento incierto o desconocido de órgano genital masculino no especificado"
"D410","Tumor de comportamiento incierto o desconocido del riñón"
"D411","Tumor de comportamiento incierto o desconocido de la pelvis renal"
"D412","Tumor de comportamiento incierto o desconocido del uréter"
"D414","Tumor de comportamiento incierto o desconocido de la vejiga"
"D419","Tumor de comportamiento incierto o desconocido de órgano urinario no especificado"
"D420","Tumor de comportamiento incierto o desconocido de las meninges cerebrales"
"D421","Tumor de comportamiento incierto o desconocido de las meninges raquídeas"
"D429","Tumor de comportamiento incierto o desconocido de las meninges, parte no especificada"
"D430","Tumor de comportamiento incierto o desconocido del encéfalo, supratentorial"
"D431","Tumor de comportamiento incierto o desconocido del encéfalo, infratentorial"
"D432","Tumor de comportamiento incierto o desconocido del encéfalo, parte no especificada"
"D434","Tumor de comportamiento incierto o desconocido de la médula espinal"
"D437","Tumor de comportamiento incierto o desconocido de otras partes especificadas del sistema nervioso central"
"D439","Tumor de comportamiento incierto o desconocido del sistema nervioso central, sitio no especificado"
"D440","Tumor de comportamiento incierto o desconocido de la glándula tiroides"
"D441","Tumor de comportamiento incierto o desconocido de la glándula suprarrenal"
"D442","Tumor de comportamiento incierto o desconocido de la glándula paratiroides"
"D443","Tumor de comportamiento incierto o desconocido de la glándula hipófisis"
"D444","Tumor de comportamiento incierto o desconocido del conducto craneofaríngeo"
"D445","Tumor de comportamiento incierto o desconocido de la glándula pineal"
"D446","Tumor de comportamiento incierto o desconocido del cuerpo carotídeo"
"D447","Tumor de comportamiento incierto o desconocido del cuerpo aórtico y otros cuerpos cromafines"
"D448","Tumor de comportamiento incierto o desconocido con afectación pluriglandular"
"D449","Tumor de comportamiento incierto o desconocido de glándula endocrina no especificada"
"D45X","Policitemia vera"
"D462","Anemia refractaria con exceso de blastos [AREB]"
"D464","Anemia refractaria, sin otra especificación"
"D465","Anemia refractaria con displasia multilinaje"
"D469","Síndrome mielodisplásico, sin otra especificación"
"D471","Enfermedad mieloproliferativa crónica"
"D472","Gammopatía monoclonal de significado incierto [GMSI]"
"D473","Trombocitopenia (hemorrágica) esencial"
"D474","Osteomielofibrosis"
"D475","Leucemia eosinofílica crónica [síndrome hipereosinofílico]"
"D477","Otros tumores especificados de comportamiento incierto o desconocido del tejido linfático, de los órganos hematopoyéticos y de tejidos afines"
"D479","Tumores de comportamiento incierto o desconocido del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, no especificados"
"D480","Tumor de comportamiento incierto o desconocido del hueso y cartílago articular"
"D481","Tumor de comportamiento incierto o desconocido del tejido conjuntivo y otro tejido blando"
"D482","Tumor de comportamiento incierto o desconocido de los nervios periféricos y del sistema nervioso autónomo"
"D483","Tumor de comportamiento incierto o desconocido del retroperitoneo"
